pmid,year
1512192,1992
1660495,1991
3415227,1988
3695985,1987
3929745,1985
6323318,1984
7576495,1995
7606186,1995
7741797,1995
7765246,1994
7811085,1994
7814703,1994
7836307,1995
7840074,1995
8071209,1994
8076807,1994
8177022,1994
8472961,1993
8510661,1993
8693025,1996
8824835,1996
8829545,1996
8910918,1996
8918256,1996
9066117,1997
9074504,1997
9351223,1997
9465399,1998
9573080,1998
9599081,1998
9648219,1998
9684159,1998
9748508,1998
9972258,1998
9972271,1998
10028266,1999
10068945,1999
10077822,1999
10449509,1999
10452953,1999
10536299,1999
10629796,1999
10629798,1999
10681709,1999
10688695,2000
10792549,2000
10843070,2000
10856652,2000
10857549,2000
10984145,2000
10998330,2000
11021584,2000
11129595,2000
11229918,2001
11298228,2001
11328791,2001
11393684,2001
11412317,2001
11421379,2001
11526048,2001
11758933,2001
11928958,2001
11957119,2002
12002445,2002
12076036,2002
12089021,2002
12149323,2002
12223291,2002
12373759,2002
12450842,2002
12588421,2002
12620819,2003
12753463,2003
12754226,2003
12800874,2003
12859730,2003
14504837,2004
14523130,2003
14657823,2003
14983040,2004
15104378,2004
15128550,2004
15128574,2004
15128580,2004
15184172,2004
15212784,2004
15243054,2004
15243071,2004
15294805,2004
15307582,2004
15336396,2004
15359087,2004
15454317,2004
15476976,2004
15533265,2004
15544534,2004
15681631,2005
15808364,2005
15869967,2005
16000722,2005
16054520,2005
16086101,2005
16162518,2005
16198511,2005
16238595,2005
16263187,2006
16271414,2006
16317132,2005
16348621,1992
16386389,2006
16411376,2005
16423658,2006
16447101,2006
16469059,2006
16517636,2006
16636989,2006
16672450,2006
16724575,2006
16751577,2006
16772557,2006
16834593,2006
16834727,2006
16834817,2006
16840600,2006
16842876,2006
16871423,2006
16911683,2006
16936344,2006
16978242,2007
16985291,2006
16987435,2006
17032235,2006
17059467,2006
17116981,2006
17142402,2007
17151443,2006
17174482,2007
17177283,2007
17184326,2007
17311634,2007
17381754,2007
17506826,2007
17584463,2007
17640978,2007
17650892,2007
17721765,2007
17877778,2007
17920212,2007
17936392,2007
17944861,2007
17953571,2007
17977471,2008
17995611,2007
18034824,2008
18037788,2007
18062231,2007
18236672,2008
18240137,2008
18411284,2008
18434219,2008
18435747,2008
18515417,2008
18539795,2008
18539810,2008
18603798,2008
18634821,2008
18684338,2009
18761100,2008
18803001,2008
18946235,2008
18950596,2008
19018030,2008
19044272,2008
19114506,2009
19199538,2009
19241519,2008
19255690,2008
19296164,2009
19349688,2009
19376912,2009
19426473,2009
19447968,2009
19457033,2009
19516191,2009
19589170,2009
19594864,2009
19605711,2009
19666732,2009
19702850,2009
19734682,2009
19782749,2009
19903951,2009
19912342,2010
20075040,2010
20082639,2010
20143715,2009
20164496,2010
20216555,2010
20226062,2010
20361257,2010
20418431,2010
20438618,2010
20457059,2010
20658483,2010
20659775,2010
20722604,2010
20834166,2010
20849602,2010
20854987,2010
20954806,2010
20965319,2010
21030503,2011
21046354,2010
21094733,2010
21153437,2011
21204871,2011
21255474,2011
21318359,2011
21390569,2011
21409454,2011
21443095,2011
21484153,2011
21492054,2011
21549208,2011
21575044,2011
21623846,2011
21627651,2011
21652104,2011
21774581,2011
21801186,2011
21831792,2011
21883710,2012
21889358,2011
21900526,2011
21902917,2011
21912459,2011
21996276,2012
22018813,2012
22024502,2011
22049926,2011
22092995,2012
22098133,2012
22098223,2012
22177712,2012
22181017,2012
22240292,2012
22282514,2012
22282520,2012
22298522,2012
22316585,2012
22328611,2013
22395190,2012
22417436,2012
22449746,2012
22457771,2012
22468011,2011
22517004,2012
22519947,2012
22528301,2012
22539000,2012
22555546,2012
22623395,2012
22634320,2012
22638932,2012
22717016,2013
22721635,2012
22955450,2013
23079484,2014
23122083,2013
23135901,2013
23181509,2013
23182355,2013
23182970,2013
23184155,2013
23211763,2013
23273817,2013
23306644,2013
23382926,2013
23383086,2013
23384356,2013
23486979,2013
23488471,2013
23498174,2013
23503311,2013
23560206,2013
23572261,2013
23614897,2013
23616265,2013
23618799,2013
23645191,2013
23712477,2013
23720449,2014
23720602,2013
23728811,2013
23886977,2014
23894414,2013
23917447,2014
23919998,2013
23945215,2013
23969051,2013
23972717,2013
24018664,2013
24052059,2014
24080849,2014
24131686,2014
24159278,2013
24195623,2013
24200800,2013
24271165,2014
24290655,2014
24365457,2013
24478214,2014
24492360,2014
24523160,2014
24548293,2014
24682298,2014
24717726,2014
24731635,2014
24779582,2014
24813010,2014
24819414,2014
24827975,2015
24837903,2015
24859038,2014
24905338,2014
24936362,2013
24943724,2014
24967535,2014
24989885,2014
25006228,2014
25059871,2014
25144744,2014
25195810,2014
25264604,2014
25365320,2014
25429361,2014
25500495,2015
25529420,2015
25598698,2014
25622869,2015
25627811,2015
25634754,2015
25641597,2016
25642213,2014
25653154,2015
25653155,2015
25661498,2015
25681186,2015
25727571,2015
25752765,2015
25859220,2015
25869280,2015
25884980,2015
25909149,2015
25913304,2015
25917402,2015
26004833,2015
26019594,2014
26049782,2015
26052926,2015
26053410,2015
26060535,2015
26083838,2015
26133176,2015
26137971,2015
26239091,2015
26297561,2015
26299683,2015
26335708,2015
26451088,2015
26539989,2015
26577657,2016
26648174,2016
26686731,2016
26691696,2016
26692783,2014
26710940,2016
26727418,2015
26780898,2010
26781318,2010
26818677,2016
26940051,2016
26969428,2016
26979643,2016
26996626,2016
26999673,2016
27052717,2016
27190148,2016
27267802,2016
27293560,2016
27301486,2016
27346839,2016
27376550,2017
27412706,2017
27435508,2016
27458629,2016
27470959,2016
27472281,2016
27478434,2016
27521363,2016
27527701,2016
