pmid,year
5056,1976
5836,1976
9898,1976
10844,1976
18990,1977
19355,1977
19360,1977
20527,1977
29566,1978
36843,1979
39257,1979
39368,1979
44175,1979
44443,1979
47673,1975
51110,1975
53340,1975
54335,1975
61735,1976
62070,1976
62164,1976
74236,1977
77604,1978
78045,1978
79664,1978
119079,1979
169734,1975
175248,1976
205174,1978
207051,1978
211934,1978
235882,1975
238468,1975
240052,1975
242295,1975
319166,1977
319167,1977
320672,1977
320751,1977
321825,1977
323214,1977
323216,1977
326365,1977
326664,1977
327214,1977
327524,1977
329760,1977
329766,1977
330814,1977
332296,1977
332309,1977
333132,1977
333150,1977
333383,1977
334062,1977
335018,1977
335970,1977
337901,1977
339839,1977
340019,1977
341810,1978
342740,1977
344224,1978
345520,1978
345598,1978
345971,1978
347685,1978
349077,1978
350155,1978
350156,1978
351242,1978
351243,1978
351507,1977
352045,1978
354284,1978
355208,1978
355684,1978
355685,1978
358687,1978
359055,1978
361570,1978
362423,1978
363675,1978
364767,1978
365921,1978
366076,1978
368301,1979
368526,1978
369547,1979
370136,1978
370763,1979
372229,1979
373623,1979
379206,1979
382097,1979
383010,1979
383721,1979
383896,1979
384903,1979
384904,1979
384908,1979
385130,1979
385765,1979
386051,1979
387601,1979
388562,1980
391151,1979
391153,1979
393168,1979
394694,1979
396393,1979
396394,1979
396395,1979
396397,1979
396580,1979
398207,1979
399370,1980
399371,1980
399372,1980
399375,1980
399377,1980
399719,1979
403861,1977
405926,1977
406437,1977
412790,1977
459044,1979
539867,1979
541872,1979
548837,1979
551512,1980
551514,1980
573988,1979
575566,1979
682374,1978
765542,1975
765543,1975
765571,1975
766180,1975
773828,1976
775646,1976
776085,1976
778448,1976
782828,1976
786888,1976
788323,1976
788487,1975
788635,1976
788871,1976
790202,1976
790905,1976
792871,1977
793522,1976
793913,1976
793915,1976
794649,1977
794943,1977
799279,1976
800280,1976
803403,1975
804447,1975
807160,1975
812423,1975
818020,1976
848403,1977
875240,1977
888798,1977
892912,1977
906033,1977
911250,1977
924832,1977
965092,1976
970375,1976
984838,1976
1089706,1975
1090253,1975
1091253,1975
1091567,1975
1097074,1975
1099282,1975
1099283,1975
1100888,1975
1104711,1975
1104932,1975
1106320,1975
1106323,1975
1107289,1975
1107486,1976
1107487,1976
1108623,1975
1108793,1975
1180550,1975
1228237,1976
1228240,1976
1228241,1976
1255907,1976
1285831,1993
1294669,1992
1295006,1992
1295126,1992
1298641,1993
