pmid,year
1451,1976
7189,1976
7997,1976
10336,1976
10993,1976
18985,1977
19922,1977
23026,1977
25044,1978
28561,1978
28690,1978
35067,1978
35071,1978
37285,1979
37593,1979
41811,1979
41847,1979
41850,1979
45494,1978
45522,1989
46439,1975
52280,1975
54368,1975
65902,1977
72076,1977
83151,1978
83476,1979
84899,1979
86590,1979
88760,1979
90054,1979
91622,1979
93876,1979
94651,1979
96726,1978
98597,1978
99978,1978
102245,1978
103491,1978
106548,1978
107193,1979
107802,1979
108340,1979
111468,1979
113487,1979
114782,1979
114906,1979
117673,1979
119002,1979
119017,1979
120028,1979
122317,1982
122519,1978
122520,1978
126220,1975
126984,1975
148460,1978
163867,1975
167431,1975
172007,1975
172011,1975
173238,1975
186484,1976
187575,1977
192815,1977
197405,1977
200634,1977
201040,1977
203602,1978
204264,1978
207946,1978
209532,1978
213449,1978
218496,1979
218500,1979
219816,1979
220342,1979
220515,1979
228593,1979
232936,1980
236279,1975
236632,1975
236764,1975
240793,1975
240870,1975
243112,1977
246041,1978
248268,1978
253006,1978
269199,1977
269647,1977
272213,1978
288164,1979
288165,1979
288166,1979
290725,1979
292809,1979
301005,1977
308260,1978
308502,1978
308506,1978
314805,1979
315753,1979
318211,1989
318219,1989
318225,1989
318226,1989
318824,1977
318974,1977
319108,1977
319288,1977
319774,1977
321708,1977
321709,1977
322563,1977
323283,1977
323285,1977
324721,1977
325956,1977
328787,1977
328806,1977
329532,1977
332070,1977
332713,1977
333042,1977
333867,1977
335870,1977
336801,1977
338625,1977
339709,1978
340171,1978
345799,1978
346544,1978
347417,1978
348726,1978
349074,1978
349218,1978
350098,1977
351071,1978
352421,1978
354591,1978
354736,1978
355963,1978
356183,1978
357284,1978
358747,1978
359400,1978
362516,1978
364068,1978
365718,1978
369356,1979
370142,1978
371000,1979
371771,1978
373128,1979
378578,1979
379991,1979
380458,1979
380459,1979
385616,1979
391171,1979
396020,1979
396340,1979
398578,1980
400941,1989
410424,1977
417787,1978
419371,1979
425199,1979
426517,1979
426518,1979
434970,1979
436485,1979
438119,1979
438129,1979
438530,1979
439390,1979
440201,1979
440845,1979
448959,1979
450069,1979
458196,1979
460753,1979
464560,1979
464578,1979
475371,1979
477429,1979
479134,1979
479359,1979
485124,1979
490901,1979
492071,1979
495683,1979
506560,1979
507785,1979
507788,1979
511341,1979
511987,1979
518079,1979
518080,1979
525995,1979
526009,1979
528789,1979
533772,1979
541482,1980
547352,1979
549184,1980
549186,1980
549187,1980
552810,1979
553477,1979
553479,1979
559144,1977
564596,1977
578133,1977
578553,1977
580038,1977
585371,1977
599119,1977
631883,1978
640723,1978
640724,1978
646342,1978
647432,1978
649950,1978
649987,1978
649996,1978
654904,1978
659574,1978
669547,1978
670122,1978
670123,1978
673771,1978
675165,1978
677861,1978
686012,1978
686701,1978
686893,1978
690009,1978
690426,1978
696326,1978
697638,1978
701850,1978
708015,1978
708016,1978
712483,1978
718156,1978
718311,1978
718520,1978
723780,1978
727759,1978
727764,1978
730395,1978
730827,1978
730830,1978
732452,1978
735555,1978
739053,1978
739054,1978
747821,1978
758385,1979
766018,1976
767027,1976
770306,1976
782243,1976
788160,1976
793504,1977
795496,1976
804023,1975
805185,1975
805244,1975
806017,1975
810521,1975
812858,1975
814099,1976
830647,1977
831488,1977
832544,1977
833266,1977
839641,1977
848218,1977
848931,1977
850086,1977
850091,1977
850093,1977
850096,1977
851902,1977
855998,1977
856002,1977
856019,1977
856025,1977
856727,1977
861868,1977
870433,1977
870986,1977
874690,1977
879736,1977
879743,1977
879772,1977
883818,1977
886206,1977
893226,1977
893348,1977
896576,1977
898840,1977
900536,1977
918321,1977
921263,1977
922400,1977
925149,1977
931828,1976
937393,1976
938020,1976
938032,1976
939922,1976
941889,1976
949171,1976
949182,1976
949184,1976
950378,1976
956086,1976
961434,1976
965094,1976
965101,1976
970703,1976
973160,1976
984742,1976
984743,1976
984752,1976
984755,1976
984766,1976
984809,1976
992876,1976
993326,1976
995342,1976
999270,1976
1000457,1976
1037535,1976
1041215,1975
1041218,1975
1041750,1975
1046166,1976
1046355,1976
1046357,1976
1047602,1976
1089602,1975
1092064,1975
1095111,1975
1097209,1975
1100592,1975
1107257,1976
1108844,1975
1117488,1975
1123703,1975
1124920,1975
1127736,1975
1129130,1975
1137358,1975
1137364,1975
1147659,1975
1150622,1975
1178229,1975
1179177,1975
1179870,1975
1180547,1975
1182690,1975
1190633,1975
1190751,1975
1248282,1976
1248725,1976
1254710,1976
1254988,1976
1258888,1976
1259403,1976
1259406,1976
1259541,1976
1263595,1976
1265472,1976
1266883,1976
1267430,1976
1267432,1976
1270596,1976
1273520,1976
1279213,1992
1283090,1992
1287770,1993
1287811,1992
1289355,1992
1289579,1992
1294672,1992
1295754,1992
1295758,1992
1295761,1992
1295762,1992
1295763,1992
1295764,1992
1301006,1992
1314176,1992
1315609,1992
1315656,1992
1317149,1992
1324241,1992
1324640,1992
1324647,1992
1329620,1992
1330421,1992
1332587,1992
1333198,1992
1342000,1992
1342224,1992
1359379,1992
1361937,1992
1363545,1992
1374078,1992
1374207,1992
1386566,1992
1393825,1992
1396196,1992
1396735,1992
1396748,1992
1396757,1992
1396779,1992
1397211,1992
1398976,1992
1399196,1992
1402083,1992
1402099,1992
1404931,1992
1410791,1992
1415641,1992
1416853,1992
1416883,1992
1416899,1992
1424509,1992
1424519,1992
1425739,1992
1425740,1992
1431176,1992
1439537,1992
1443357,1992
1444304,1992
1472363,1992
1474112,1993
1478405,1992
1479304,1992
1479960,1992
1486234,1992
1494227,1992
1495195,1992
1503449,1992
1506324,1992
1510402,1992
1510410,1992
1510436,1992
1512026,1992
1513881,1992
1514815,1992
1516803,1992
1517250,1992
1522669,1992
1526445,1992
1526453,1992
1527048,1992
1528635,1992
1536061,1992
1541568,1992
1548060,1992
1549266,1992
1551983,1992
1567854,1992
1576621,1992
1577251,1992
1577518,1992
1582008,1992
1587299,1992
1588843,1992
1590688,1992
1590695,1992
1592686,1992
1595810,1992
1597207,1992
1599250,1992
1602967,1992
1605600,1992
1607610,1992
1611847,1992
1615064,1992
1619243,1992
1622162,1992
1622167,1992
1622518,1992
1632248,1992
1635095,1992
1646779,1991
1649493,1991
1650006,1991
1650348,1991
1652729,1991
1657890,1991
1659600,1991
1660046,1991
1662889,1991
1664827,1991
1665774,1992
1670934,1991
1671226,1991
1683376,1991
1684981,1991
1685175,1991
1691582,1990
1696307,1990
1703862,1990
1719202,1991
1728904,1992
1730463,1992
1737267,1992
1737725,1992
1745624,1991
1746792,1991
1748126,1991
1752646,1991
1759827,1991
1761449,1991
1765319,1991
1767802,1991
1769317,1991
1769555,1991
1769942,1991
1769943,1991
1771741,1991
1774791,1991
1775466,1991
1775850,1992
1777946,1991
1778873,1991
1779879,1991
1781806,1991
1783808,1991
1791081,1991
1797454,1992
1797457,1992
1798067,1991
1799917,1992
1800380,1992
1802537,1992
1804024,1991
1810194,1991
1814825,1991
1815309,1991
1816114,1992
1816180,1991
1816182,1991
1818345,1991
1818798,1991
1820192,1992
1824392,1991
1828137,1991
1828581,1991
1830841,1991
1832369,1991
1832557,1991
1841679,1991
1844922,1993
1845153,1991
1846135,1991
1854174,1991
1854247,1991
1855827,1991
1856131,1991
1856163,1991
1857723,1991
1861963,1991
1863620,1991
1863621,1991
1864284,1991
1864285,1991
1878768,1991
1879923,1991
1880920,1991
1885418,1991
1889177,1991
1889181,1991
1891227,1991
1902649,1991
1903753,1991
1904851,1991
1905805,1991
1909281,1991
1909615,1991
1919517,1991
1925283,1991
1925470,1991
1929264,1991
1929265,1991
1936932,1991
1936937,1991
1937595,1991
1938610,1991
1939571,1991
1940333,1991
1940649,1991
1942169,1991
1947778,1991
1949512,1991
1952753,1991
1952860,1991
1956298,1991
1959952,1991
1960112,1991
1967626,1990
1987693,1991
1989117,1991
1992722,1991
1992993,1991
1993755,1991
1995742,1991
1998406,1991
2002230,1991
2002434,1991
2009670,1991
2013213,1991
2013243,1991
2017610,1991
2019061,1991
2020550,1991
2020609,1991
2023086,1991
2024228,1991
2030096,1991
2032475,1991
2035276,1991
2037368,1991
2038594,1991
2039195,1991
2039209,1991
2040893,1991
2041153,1991
2041831,1991
2041832,1991
2050417,1991
2056221,1991
2058440,1991
2066642,1991
2067416,1991
2071036,1991
2072375,1991
2072441,1991
2073107,1990
2073115,1990
2074248,1990
2076592,1991
2076597,1991
2076910,1991
2079095,1990
2079449,1990
2086164,1990
2086755,1991
2086814,1990
2087201,1990
2093103,1990
2096397,1990
2099083,1990
2099349,1990
2103770,1990
2106054,1990
2108652,1990
2108991,1990
2110145,1990
2110445,1990
2113792,1990
2119166,1990
2120268,1990
2120269,1990
2121094,1990
2128603,1990
2129421,1991
2130005,1990
2133325,1992
2133330,1992
2134803,1990
2139315,1990
2139737,1990
2139936,1990
2142274,1990
2154439,1990
2158974,1990
2159865,1990
